id,gap
90c5a34f06ac86aee0fd70e2adce7d8a_2016-01-23_0,0
f2c8c4bb99e6377d21de71275afd6cd2_2016-01-23_0,0
58c7a4888306d8ff3a641d1c0feccbe3_2016-01-23_0,0
b26a240205c852804ff8758628c0a86a_2016-01-23_0,0
4b9e4cf2fbdc8281b8a1f9f12b80ce4d_2016-01-23_0,0
1cbfbdd079ef93e74405c53fcfff8567_2016-01-23_0,0
929ec6c160e6f52c20a4217c7978f681_2016-01-23_0,0
82cc4851f9e4faa4e54309f8bb73fd7c_2016-01-23_0,0
b702e920dcd2765e624dc1ce3a770512_2016-01-23_0,0
4f4041f7db0c7f69892d9b74c1a7efa1_2016-01-23_0,0
dd8d3b9665536d6e05b29c2648c0e69a_2016-01-23_0,0
74c1c25f4b283fa74a5514307b0d0278_2016-01-23_0,0
4b7f6f4e2bf237b6cc58f57142bea5c0_2016-01-23_0,0
2920ece99323b4c111d6f9affc7ea034_2016-01-23_0,0
d5cb17978de290c56e84c9cf97e63186_2016-01-23_0,0
307afa4120c590b3a46cf4ff5415608a_2016-01-23_0,0
a814069db8d32f0fa6e188f41059c6e1_2016-01-23_0,0
2350be163432e42270d2670cb3c02f80_2016-01-23_0,0
a5609739c6b5c2719a3752327c5e33a7_2016-01-23_0,0
91690261186ae5bee8f83808ea1e4a01_2016-01-23_0,0
364bf755f9b270f0f9141d1a61de43ee_2016-01-23_0,0
87285a66236346350541b8815c5fae94_2016-01-23_0,0
4725c39a5e5f4c188d382da3910b3f3f_2016-01-23_0,0
38d5ad2d22b61109fd8e7b43cd0e8901_2016-01-23_0,0
3a43dcdff3c0b66b1acb1644ff055f9d_2016-01-23_0,0
52e56004d92b8c74d53e1e42699cba6f_2016-01-23_0,0
fc34648599753c9e74ab238e9a4a07ad_2016-01-23_0,0
2407d482f0ffa22a947068f2551fe62c_2016-01-23_0,0
52a4e8aaa12f70020e889aed8fd5ddbc_2016-01-23_0,0
825c426141df01d38c1b9e9c5330bdac_2016-01-23_0,0
2301bc920194c95cf0c7486e5675243c_2016-01-23_0,0
fff4e8465d1e12621bc361276b6217cf_2016-01-23_0,0
